DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
2015-09-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.32,108.03,209.23,,53.27,%,34.09,67.37,7.44,334.51,50330.73,706.99,,production,OP
2015-09-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.66,108.14,205.56,,55.98,%,34.1,71.44,7.38,397.18,58900.62,858.09,,production,OP
2015-09-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.34,108.16,201.88,,56.81,%,33.46,70.46,6.75,411.79,60948.22,840.38,,production,OP
2015-09-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.75,108.14,200.33,,57.75,%,32.42,71.88,5.64,427.44,64121.63,817.92,,production,OP
2015-09-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.47,108.19,196.54,,60.31,%,31.92,73.62,4.95,434.04,64316.54,890.56,,production,OP
2015-09-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.03,108.18,193.95,,62.17,%,31.08,73.85,3.96,438.65,64702.0,887.5,,production,OP
2015-09-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.58,108.21,189.58,,65.8,%,31.01,76.78,3.37,515.22,76528.74,931.11,,production,OP
2015-09-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.0,108.28,183.17,,77.68,%,30.83,79.78,2.25,614.6,89918.26,1061.29,,production,OP
2015-09-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,211.5,108.07,182.98,,93.64,%,28.53,72.66,1.08,509.6,74359.25,765.82,,production,OP
2015-09-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,8.31,217.54,105.91,192.88,,34.85,%,24.67,29.36,0.19,109.07,16388.92,176.43,,production,OP
2015-10-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,6.11,282.5,105.6,227.81,,13.46,%,54.69,35.89,31.84,68.45,10292.08,231.01,,production,OP
2015-10-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.73,107.9,239.88,,59.01,%,26.85,79.76,8.12,105.62,16146.96,1645.08,,production,OP
2015-10-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,257.86,108.05,228.38,,55.38,%,29.48,80.06,10.76,157.84,23819.66,1228.59,,production,OP
2015-10-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.75,108.0,222.53,,51.61,%,32.23,72.93,13.5,153.95,23111.45,862.14,,production,OP
2015-10-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,253.1,107.96,220.29,,50.17,%,32.81,69.05,14.09,150.21,22354.38,714.55,,production,OP
2015-10-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.92,108.09,215.46,,52.32,%,33.46,72.88,14.75,225.44,33844.5,861.16,,production,OP
2015-10-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,244.91,108.09,211.13,,51.12,%,33.77,69.84,15.09,220.67,33090.49,816.18,,production,OP
2015-10-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.21,108.03,210.34,,52.89,%,32.87,61.2,9.91,208.22,31224.76,701.65,,production,OP
2015-10-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,240.39,108.07,208.13,,55.4,%,32.26,64.32,6.16,217.89,32598.24,698.55,,production,OP
2015-10-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,238.34,108.06,207.07,,56.32,%,31.26,64.55,5.21,218.67,32908.07,729.62,,production,OP
2015-10-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.84,108.11,203.85,,58.33,%,30.99,66.51,4.64,252.89,38310.69,735.2,,production,OP
2015-10-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.59,108.07,202.54,,59.99,%,30.05,66.58,5.23,284.35,42500.83,786.01,,production,OP
2015-10-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.84,108.18,194.5,,55.62,%,32.35,70.54,13.63,393.65,64546.06,860.01,,production,OP
2015-10-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.45,108.17,191.26,,56.49,%,31.19,75.35,12.5,418.62,68466.4,846.55,,production,OP
2015-10-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.68,108.14,189.72,,56.47,%,29.96,73.91,11.28,399.81,64240.2,801.29,,production,OP
2015-10-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.76,108.23,185.27,,67.67,%,29.49,76.51,7.43,606.2,93397.01,1014.43,,production,OP
2015-10-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,1.69,213.32,108.16,183.93,,6.64,%,29.39,73.71,1.21,3.32,520.78,6.69,,production,OP
2015-11-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,13.26,278.77,106.3,237.32,,27.95,%,41.45,35.5,23.57,63.09,9772.33,409.68,,production,OP
2015-11-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.76,107.61,243.92,,56.91,%,26.84,64.63,5.68,57.47,8877.68,849.97,,production,OP
2015-11-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,263.88,107.88,237.19,,60.68,%,26.69,74.1,5.13,175.11,27014.97,1130.83,,production,OP
2015-11-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,251.5,108.18,222.5,,60.69,%,29.0,81.46,7.43,252.27,38791.28,1424.88,,production,OP
2015-11-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,244.37,108.21,212.29,,60.67,%,32.07,79.66,6.45,303.18,46436.13,1031.61,,production,OP
2015-11-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.83,108.2,206.72,,60.62,%,33.11,71.81,5.64,303.74,46216.16,1034.87,,production,OP
2015-11-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,236.09,108.17,203.77,,60.61,%,32.32,73.65,4.79,301.02,45609.62,910.3,,production,OP
2015-11-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.99,108.16,201.83,,62.96,%,31.16,74.78,3.62,308.88,46935.86,932.64,,production,OP
2015-11-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.88,108.13,199.97,,65.61,%,29.91,68.74,2.53,289.87,44165.41,799.32,,production,OP
2015-11-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,227.09,108.15,197.44,,55.42,%,29.65,69.43,10.64,311.81,47139.21,853.14,,production,OP
2015-11-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.29,108.13,195.16,,55.42,%,29.13,69.38,10.37,318.61,48869.1,808.83,,production,OP
2015-11-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.15,108.11,193.65,,55.49,%,28.49,70.79,9.75,324.82,49522.64,753.11,,production,OP
2015-11-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.58,108.09,192.87,,55.48,%,27.71,72.7,8.99,322.18,49034.04,743.13,,production,OP
2015-12-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.29,108.08,192.19,,55.74,%,27.1,71.46,8.56,318.37,48722.55,736.98,,production,OP
2015-12-02,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,217.1,108.12,190.31,,56.26,%,26.79,67.99,9.08,349.66,53110.24,737.72,,production,OP
2015-12-03,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.27,108.14,188.98,,57.0,%,26.29,71.86,8.58,352.55,53761.4,745.33,,production,OP
2015-12-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,213.68,108.14,187.96,,56.93,%,25.71,70.5,8.39,372.09,59284.7,770.98,,production,OP
2015-12-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,212.13,108.15,187.02,,56.8,%,25.11,67.01,8.38,334.45,51571.83,727.27,,production,OP
2015-12-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,211.23,108.15,187.07,,56.83,%,24.16,72.42,7.89,356.49,54832.72,748.85,,production,OP
2015-12-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.87,108.17,185.81,,57.6,%,24.05,74.38,8.35,361.71,55786.96,763.98,,production,OP
2015-12-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,208.08,108.2,184.13,,59.03,%,23.95,69.91,8.23,406.31,62594.94,808.52,,production,OP
2015-12-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,5.66,207.59,108.19,184.4,,13.99,%,23.18,73.22,7.71,97.79,15245.96,191.92,,production,OP
2016-01-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,14.34,284.27,106.16,242.97,,26.61,%,41.3,25.04,24.84,82.82,13437.44,203.14,,production,OP
2016-01-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,277.92,107.55,250.46,,49.88,%,27.46,51.21,13.17,32.67,5277.18,843.45,,production,OP
2016-01-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,264.79,108.06,239.25,,57.8,%,25.54,77.97,9.77,93.87,15281.59,1465.71,,production,OP
2016-01-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.16,108.18,228.29,,57.47,%,26.86,79.19,11.1,164.52,26623.23,1413.28,,production,OP
2016-01-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,249.94,108.17,220.73,,54.52,%,29.22,76.91,13.47,194.43,31122.32,1122.39,,production,OP
2016-01-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,246.18,108.15,215.68,,53.02,%,30.49,74.3,14.76,205.53,32916.43,969.51,,production,OP
2016-01-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,244.59,108.07,214.34,,52.21,%,30.25,69.11,14.52,187.41,30048.94,810.95,,production,OP
2016-01-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.2,108.03,213.86,,51.29,%,29.34,66.24,13.62,170.45,27228.48,733.88,,production,OP
2016-01-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,242.53,108.0,214.2,,51.58,%,28.32,68.37,12.61,156.61,24965.04,684.72,,production,OP
2016-01-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.5,240.06,108.07,211.83,,52.32,%,28.23,71.2,13.07,232.69,37108.69,846.22,,production,OP
2016-01-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,236.32,108.12,206.54,,52.69,%,29.78,71.28,14.09,258.42,39859.18,870.9,,production,OP
2016-01-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.44,108.06,207.15,,52.14,%,28.3,68.11,12.61,199.68,31090.57,726.91,,production,OP
2016-01-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.17,108.05,206.74,,52.3,%,27.43,70.53,11.75,199.16,30911.67,694.91,,production,OP
2016-01-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,233.17,108.03,206.49,,52.33,%,26.67,70.7,11.0,197.21,30602.33,672.47,,production,OP
2016-01-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.73,108.06,205.18,,52.81,%,26.55,69.81,10.87,197.52,30750.88,703.93,,production,OP
2016-01-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.56,108.11,202.69,,53.83,%,26.87,73.31,11.19,257.83,40019.51,780.82,,production,OP
2016-01-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,13.84,227.72,107.99,201.34,,33.38,%,26.38,69.34,10.61,150.62,24432.48,493.09,,production,OP
2016-02-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,22.08,282.77,105.03,233.97,,40.33,%,48.8,17.87,27.94,65.72,10185.48,203.44,,production,OP
2016-02-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,272.32,107.66,248.42,,53.38,%,23.9,48.52,8.21,52.25,8288.1,991.31,,production,OP
2016-02-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.14,107.9,240.19,,54.22,%,24.95,68.17,9.21,72.77,11560.47,1062.13,,production,OP
2016-02-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.25,108.06,230.12,,54.17,%,28.13,72.83,12.39,118.71,18956.75,1056.77,,production,OP
2016-02-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,251.45,108.15,220.05,,54.14,%,31.4,78.31,15.65,207.31,32150.46,1108.05,,production,OP
2016-02-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,245.66,108.18,212.44,,54.17,%,33.22,77.27,17.43,210.23,32735.29,1086.8,,production,OP
2016-02-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.08,108.16,207.78,,53.74,%,33.3,74.49,17.29,308.45,47811.78,937.87,,production,OP
2016-02-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.05,108.07,207.38,,52.61,%,31.67,72.97,15.69,293.21,45604.08,791.15,,production,OP
2016-02-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,236.79,108.06,206.32,,52.71,%,30.47,72.5,14.5,241.12,37809.55,762.75,,production,OP
2016-02-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.79,108.04,205.4,,52.64,%,29.4,71.68,13.45,239.99,37454.5,758.97,,production,OP
2016-02-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,233.14,108.02,204.58,,52.65,%,28.56,61.75,12.63,237.43,37227.14,756.16,,production,OP
2016-02-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.65,108.01,203.59,,52.62,%,28.06,60.88,12.11,236.6,36907.86,747.61,,production,OP
2016-02-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,230.41,107.99,202.93,,52.6,%,27.48,68.71,11.54,232.24,36516.14,743.64,,production,OP
2016-02-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.33,107.98,202.43,,52.62,%,26.9,60.63,10.96,298.12,46879.05,656.99,,production,OP
2016-02-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.53,107.97,202.37,,52.57,%,26.16,65.0,10.25,307.88,47840.2,668.78,,production,OP
2016-02-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,227.42,108.0,201.22,,53.23,%,26.2,67.61,10.33,296.78,47176.84,681.94,,production,OP
2016-02-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.84,108.02,199.95,,53.6,%,25.9,70.94,9.92,304.54,48861.31,706.98,,production,OP
2016-02-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.19,108.0,200.21,,53.55,%,24.97,69.88,9.03,303.99,48622.08,713.2,,production,OP
2016-02-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.6,108.02,199.89,,54.27,%,24.72,70.6,8.76,327.03,52069.96,717.19,,production,OP
2016-02-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.38,108.08,196.97,,54.97,%,25.41,72.95,9.41,338.24,53575.88,741.15,,production,OP
2016-02-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,5.66,223.46,107.81,204.63,,15.77,%,18.83,62.43,3.7,24.87,4018.22,51.7,,production,OP
2016-02-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.75,241.89,104.42,225.8,,2.63,%,16.09,13.93,7.98,0.55,88.63,1.15,,production,OP
2016-03-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,21.76,289.08,105.43,241.52,,39.2,%,47.56,24.63,27.18,50.3,8086.5,764.44,,production,OP
2016-03-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,281.18,107.56,253.26,,49.5,%,27.91,57.58,12.34,37.98,6203.4,843.53,,production,OP
2016-03-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,275.32,107.8,248.43,,51.16,%,26.89,61.41,11.25,63.63,10454.85,930.53,,production,OP
2016-03-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.35,107.89,241.73,,51.05,%,28.61,70.08,12.96,81.67,13263.03,858.15,,production,OP
2016-03-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.65,107.98,234.77,,51.04,%,30.88,71.75,15.2,108.85,17786.79,919.01,,production,OP
2016-03-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.9,108.06,228.74,,51.69,%,32.16,73.87,16.48,189.41,30603.4,985.24,,production,OP
2016-03-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.51,108.13,221.92,,52.68,%,33.59,74.75,17.49,243.92,39159.61,976.46,,production,OP
2016-03-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,250.39,108.15,216.01,,52.95,%,34.38,68.64,18.07,246.84,40029.36,983.16,,production,OP
2016-03-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,246.17,108.14,211.99,,52.94,%,34.18,72.98,17.99,248.04,40439.71,935.67,,production,OP
2016-03-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.96,108.15,208.72,,53.89,%,33.24,68.79,17.03,265.31,43614.43,913.22,,production,OP
2016-03-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.0,238.13,108.14,206.27,,54.1,%,31.86,67.32,15.66,253.28,42107.87,871.58,,production,OP
2016-03-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.06,108.12,204.56,,54.33,%,30.5,73.94,14.29,271.68,44972.96,881.85,,production,OP
2016-03-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.52,108.13,202.04,,54.76,%,29.48,76.35,13.28,275.74,45175.9,894.32,,production,OP
2016-03-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.85,108.11,200.46,,54.74,%,28.4,74.63,12.21,293.43,48066.95,832.66,,production,OP
2016-03-31,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.56,108.09,198.97,,54.69,%,27.59,74.73,11.86,287.42,46865.43,821.07,,production,OP
2016-04-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.57,108.07,197.51,,54.77,%,27.06,67.33,11.38,299.49,48700.43,794.2,,production,OP
2016-04-02,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,223.01,108.06,196.63,,54.69,%,26.38,69.56,10.68,284.72,46880.14,766.23,,production,OP
2016-04-03,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.81,108.04,196.13,,54.72,%,25.68,72.5,9.91,280.17,45842.82,748.25,,production,OP
2016-04-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.78,108.04,195.66,,55.07,%,25.11,71.75,9.2,281.93,45800.83,797.3,,production,OP
2016-04-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,218.75,108.08,193.41,,56.0,%,25.34,72.22,9.1,317.38,51990.65,792.76,,production,OP
2016-04-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,20.82,218.44,107.86,192.83,,45.14,%,25.61,66.57,9.83,208.0,34998.3,542.39,,production,OP
